id,date,masthead,title,page,words,pollster,url
20308804,1866-07-28,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",WARWICK. July 34.,5,23,Morgan,https://trove.nla.gov.au/newspaper/article/20308804
8498290,1883-02-22,"The Argus (Melbourne, Vic. : 1848 - 1957)",THE GENERAL ELECTION.,4,4285,Saulwick,https://trove.nla.gov.au/newspaper/article/8498290
76737589,1892-06-13,"The Northern Miner (Charters Towers, Qld. : 1874 - 1954)","THE PRESIDENTIAL CAMPAIGN. LONDON, June 11.",2,114,Harrison,https://trove.nla.gov.au/newspaper/article/76737589
79294575,1892-06-15,"The North Queensland Register (Townsville, Qld. : 1892 - 1905)","THE PRESIDENTIAL CAMPAIGN. LONDON, June 11.",8,81,Harrison,https://trove.nla.gov.au/newspaper/article/79294575
98514787,1894-04-24,Goulburn Evening Penny Post (NSW : 1881 - 1940),ANOTHER ARREST.,2,387,ANOP,https://trove.nla.gov.au/newspaper/article/98514787
190019598,1894-10-17,"The Age (Melbourne, Vic. : 1854 - 1954)","GENERAL ELECTIONS IN BELGIUM. THE FIRST MANHOOD SUFFRAGE POLL LONDON, 16TH OCTOBER.",5,257,Saulwick,https://trove.nla.gov.au/newspaper/article/190019598
290035329,1896-05-26,"Evening Observer (Brisbane, Qld. : 1887 - 1907)",Local Option. A MOUNT MORGAN POLL. W.C.T.S. at Work.,5,154,Morgan,https://trove.nla.gov.au/newspaper/article/290035329
270826398,1897-08-07,Williamstown Advertiser (Vic. : 1875 - 1954),THE SEWERAGE POLL. PUBLIC MEETING TO BE HELD. DEBATE BY COUNCILLORS PROPOSED.,2,584,Saulwick,https://trove.nla.gov.au/newspaper/article/270826398
270822282,1897-08-21,Williamstown Advertiser (Vic. : 1875 - 1954),DISCUSSION AT THE COUNCIL MEETING.,2,100,Saulwick,https://trove.nla.gov.au/newspaper/article/270822282
270820446,1897-08-28,Williamstown Advertiser (Vic. : 1875 - 1954),DETAILS OF THE SEWERAGE POLL.,2,85,Saulwick,https://trove.nla.gov.au/newspaper/article/270820446
270821017,1897-09-04,Williamstown Advertiser (Vic. : 1875 - 1954),SEWERING THE TOWN. THE SEWERAGE POLL. ACTION BY THE COUNCIL.,3,212,Saulwick,https://trove.nla.gov.au/newspaper/article/270821017
52537040,1897-12-06,"Morning Bulletin (Rockhampton, Qld. : 1878 - 1954)",THE RIVER FRONTAGE POLL.,5,1301,Saulwick,https://trove.nla.gov.au/newspaper/article/52537040
52537328,1897-12-11,"Morning Bulletin (Rockhampton, Qld. : 1878 - 1954)",THE RIVER FRONTAGE POLL. TO-DAY'S VOTE. THE VOTING PAPER.,5,450,Saulwick,https://trove.nla.gov.au/newspaper/article/52537328
241855698,1899-05-01,"The Herald (Melbourne, Vic. : 1861 - 1954)","HOUSEHOLD SUFFRAGE POLL. HOW THE VOTING GOES. ADELAIDE, Monday.",4,43,Saulwick,https://trove.nla.gov.au/newspaper/article/241855698
201364275,1899-05-02,Mount Alexander Mail (Vic. : 1854 - 1917),HOUSEHOLD SUFFRAGE POLL.,3,40,Saulwick,https://trove.nla.gov.au/newspaper/article/201364275
241866375,1899-05-02,"The Herald (Melbourne, Vic. : 1861 - 1954)","HOUSEHOLD SUFFRAGE POLL. LATEST VOTING, ADELAIDE, Tuesday.",4,40,Saulwick,https://trove.nla.gov.au/newspaper/article/241866375
290776493,1901-04-02,"Daily Record (Rockhampton, Qld. : 1897 - 1922)",THE MOUNT MORGAN POLLING. (From Our Correspondent.) Mount Morean. March 31.,3,505,Morgan,https://trove.nla.gov.au/newspaper/article/290776493
174977181,1901-04-04,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",Absolute and Percentage Polling.,4,291,Saulwick,https://trove.nla.gov.au/newspaper/article/174977181
174977044,1901-04-04,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",Absolute and Percentage Polling.,4,286,Saulwick,https://trove.nla.gov.au/newspaper/article/174977044
4925720,1902-01-21,"The Advertiser (Adelaide, SA : 1889 - 1931)",A FATAL ACCIDENT.,5,56,Harrison,https://trove.nla.gov.au/newspaper/article/4925720
82270743,1902-03-12,Warwick Examiner and Times (Qld. : 1867 - 1919),Past Elections. WARWICK.,3,88,Morgan,https://trove.nla.gov.au/newspaper/article/82270743
176645633,1903-03-04,"Tasmanian News (Hobart, Tas. : 1883 - 1911)",RESULT OF THE DRAINAGE POLLING. A GREAT MAJORITY FAVORS THE SCHEME,2,191,Saulwick,https://trove.nla.gov.au/newspaper/article/176645633
83635031,1903-03-07,"The Clipper (Hobart, Tas. : 1893 - 1909)",AN UGLY RUMOUR. METROPOLITAN DRAINAGE POLL.,2,455,Saulwick,https://trove.nla.gov.au/newspaper/article/83635031
201649191,1904-06-03,"The Age (Melbourne, Vic. : 1854 - 1954)",THE THREE PARTIES. THEIR RELATIVE VOTING STRENGTH.,5,169,Saulwick,https://trove.nla.gov.au/newspaper/article/201649191
268592901,1904-06-04,Rutherglen Miner and Howlong and Wahgunyah Times (Vic. : 1903 - 1912),THE THREE PARTIES.,5,212,Saulwick,https://trove.nla.gov.au/newspaper/article/268592901
70813455,1906-03-17,"Worker (Brisbane, Qld. : 1890 - 1955)",A DRASTIC REMEDY.,10,284,Saulwick,https://trove.nla.gov.au/newspaper/article/70813455
171568549,1906-03-21,"Daily Mercury (Mackay, Qld. : 1906 - 1954)",No title,2,58,Saulwick,https://trove.nla.gov.au/newspaper/article/171568549
151830120,1906-04-28,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",NOTES AND NEWS INVERMAY SEWERAGE POLL.,6,203,Saulwick,https://trove.nla.gov.au/newspaper/article/151830120
178272109,1907-06-25,Glen Innes Examiner and General Advertiser (NSW : 1874 - 1908),POLITICAL POINTS.,3,687,Morgan,https://trove.nla.gov.au/newspaper/article/178272109
45824341,1907-08-02,"Examiner (Launceston, Tas. : 1900 - 1954)","SEWERAGE SCHEME. BURNIE, Thursday.",6,48,Saulwick,https://trove.nla.gov.au/newspaper/article/45824341
65202118,1907-11-13,The North Western Advocate and the Emu Bay Times (Tas. : 1899 - 1919),SECOND SEWERAGE POLL.,2,148,Saulwick,https://trove.nla.gov.au/newspaper/article/65202118
65209054,1907-11-27,The North Western Advocate and the Emu Bay Times (Tas. : 1899 - 1919),Burnie Sewerage Poll. THE DANGER OF APATHY. TO THE EDITOR.,4,435,Saulwick,https://trove.nla.gov.au/newspaper/article/65209054
9939982,1907-12-11,"The Mercury (Hobart, Tas. : 1860 - 1954)",COUNTRY NEWS. [Correspondents will oblige by dating and signing all communications.] BURNIE.,3,2696,Saulwick,https://trove.nla.gov.au/newspaper/article/9939982
208618697,1908-01-07,"Evening Journal (Adelaide, SA : 1869 - 1912)",SEMAPHORE DEEP DRAINAGE,1,113,Saulwick,https://trove.nla.gov.au/newspaper/article/208618697
199994038,1909-03-02,"The South Eastern Times (Millicent, SA : 1906 - 1954)","PENOLA DISTRICT COUNCIL. THURSDAY, FEBRUARY 25.THE DRAINAGE POLL DISCUSSED.",3,1020,Saulwick,https://trove.nla.gov.au/newspaper/article/199994038
57517276,1909-03-29,"The Register (Adelaide, SA : 1901 - 1929)",SOUTH-EASTERN DRAINAGE POLL. TO BE TAKEN ON SATURDAY.,5,502,Saulwick,https://trove.nla.gov.au/newspaper/article/57517276
203431700,1909-03-29,"Evening Journal (Adelaide, SA : 1869 - 1912)",SOUTH - EASTERN DRAINAGE POLL TO BE TAKEN ON SATURDAY.,2,543,Saulwick,https://trove.nla.gov.au/newspaper/article/203431700
199994439,1909-03-30,"The South Eastern Times (Millicent, SA : 1906 - 1954)",THE DRAINAGE POLL. WHO MAY VOTE.,3,752,Saulwick,https://trove.nla.gov.au/newspaper/article/199994439
57520652,1909-04-01,"The Register (Adelaide, SA : 1901 - 1929)",SOUTH-EASTERN DRAINAGE POLL.,4,345,Saulwick,https://trove.nla.gov.au/newspaper/article/57520652
199994483,1909-04-02,"The South Eastern Times (Millicent, SA : 1906 - 1954)",SOUTH-EASTERN DRAIN- AGE POLL. TO BE TAKEN 0N SATURDAY.,2,516,Saulwick,https://trove.nla.gov.au/newspaper/article/199994483
209891512,1909-04-05,"The Express and Telegraph (Adelaide, SA : 1867 - 1922)",SOUTH-EASTERN DRAINAGE Poll of Ratepayers. The Scheme Carried.,1,316,Saulwick,https://trove.nla.gov.au/newspaper/article/209891512
147094778,1909-04-06,The Narracoorte Herald (SA : 1875 - 1954),South-Eastern Drainage Poll. THE SCHEME ACCEPTED.,3,1509,Saulwick,https://trove.nla.gov.au/newspaper/article/147094778
199994519,1909-04-06,"The South Eastern Times (Millicent, SA : 1906 - 1954)","THE DRAINAGE POLL. NARROW MARGIN IN FAVOR OF THE SCHEME. 1330 FOR, 579 AGAINST.",2,1069,Saulwick,https://trove.nla.gov.au/newspaper/article/199994519
10696717,1909-04-06,"The Argus (Melbourne, Vic. : 1848 - 1957)",DRAINAGE SCHEME.,8,101,Saulwick,https://trove.nla.gov.au/newspaper/article/10696717
77452726,1909-04-07,"Border Watch (Mount Gambier, SA : 1861 - 1954)",THE SOUTH-EASTERN DRAINAGE POLL. THE SCHEME CARRIED.,2,721,Saulwick,https://trove.nla.gov.au/newspaper/article/77452726
57520083,1909-04-12,"The Register (Adelaide, SA : 1901 - 1929)",THE DRAINAGE POLL.,7,1591,Saulwick,https://trove.nla.gov.au/newspaper/article/57520083
164678984,1909-04-17,"Observer (Adelaide, SA : 1905 - 1931)",THE DRAINAGE POLL.,13,32,Saulwick,https://trove.nla.gov.au/newspaper/article/164678984
58289269,1909-09-29,"The Register (Adelaide, SA : 1901 - 1929)",SOUTH-EASTERN DRAINAGE. RESULT OF THE POLLS.,11,223,Saulwick,https://trove.nla.gov.au/newspaper/article/58289269
186968311,1909-12-09,"Tasmanian News (Hobart, Tas. : 1883 - 1911)",MUNICIPAL ELECTION NO EXCITEMENT APPARENT. DEVOID OF INCIDENT. AN AVERAGE POLL EXPECTED.,3,626,Saulwick,https://trove.nla.gov.au/newspaper/article/186968311
281542299,1910-01-22,"The Advertiser (Footscray, Vic. : 1884 - 1918)",FALSE EVIDENCE. (All Rights Reserved). CHAPTER XI.—Continued.,4,3238,Saulwick,https://trove.nla.gov.au/newspaper/article/281542299
186592011,1910-02-25,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",WATER AND SEWERAGE POLL. Recount of the Votes.,2,54,Saulwick,https://trove.nla.gov.au/newspaper/article/186592011
186598771,1910-02-26,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",WATER AND SEWERAGE POLL. Recount of the Votes.,2,56,Saulwick,https://trove.nla.gov.au/newspaper/article/186598771
91857596,1910-03-18,The Colac Herald (Vic. : 1875 - 1918),A VILLAGE POLLING DAY. SOME INCIDENTS.,7,1273,Saulwick,https://trove.nla.gov.au/newspaper/article/91857596
70669592,1910-03-29,"West Gippsland Gazette (Warragul, Vic. : 1898 - 1930)",A VILLAGE POLLING DAY. SOME INCIDENTS.,5,1280,Saulwick,https://trove.nla.gov.au/newspaper/article/70669592
112330764,1910-04-06,The Wollondilly Press (NSW : 1906 - 1914),A VILLAGE POLLING DAY. SOME INCIDENTS.,3,1305,Saulwick,https://trove.nla.gov.au/newspaper/article/112330764
195468611,1910-04-06,Manilla Express (NSW : 1899 - 1954),A VILLAGE POLLING DAY. SOME INCIDENTS.,4,1375,Saulwick,https://trove.nla.gov.au/newspaper/article/195468611
174447334,1910-04-07,Guyra Argus (NSW : 1902 - 1954),A VILLAGE POLLING DAY. SOME INCIDENTS.,3,1378,Saulwick,https://trove.nla.gov.au/newspaper/article/174447334
112801581,1910-04-08,Moree Gwydir Examiner and General Advertiser (NSW : 1901 - 1940),A VILLAGE POLLING DAY. SOME INCIDENTS.,11,1329,Saulwick,https://trove.nla.gov.au/newspaper/article/112801581
128740011,1910-04-08,Tocumwal Guardian and Finley Free Press (NSW : 1908 - 1913),A VILLAGE POLLING DAY. SOME INCIDENTS.,6,1296,Saulwick,https://trove.nla.gov.au/newspaper/article/128740011
103488545,1910-04-08,The Cobar Herald (NSW : 1899 - 1914),A VILLAGE POLLING DAY. SOME INCIDENTS.,7,1320,Saulwick,https://trove.nla.gov.au/newspaper/article/103488545
134432699,1910-04-08,Jerilderie Herald and Urana Advertiser (NSW : 1898 - 1958),A VILLAGE POLLING DAY. SOMIS INCIDENTS.,7,1333,Saulwick,https://trove.nla.gov.au/newspaper/article/134432699
184473342,1910-04-08,"The Inverell Times (NSW : 1899 - 1907, 1909 - 1954)",A VILLAGE POLLING DAY. SOME INCIDENTS.,3,1336,Saulwick,https://trove.nla.gov.au/newspaper/article/184473342
107718286,1910-04-09,The Muswellbrook Chronicle (NSW : 1898 - 1955),A VILLAGE POLLING DAY. SOME INCIDENTS.,3,1320,Saulwick,https://trove.nla.gov.au/newspaper/article/107718286
103941085,1910-04-09,"Western Herald (Bourke, NSW : 1887 - 1970)",A VILLAGE POLLING DAY. SOME INCIDENTS.,7,1303,Saulwick,https://trove.nla.gov.au/newspaper/article/103941085
111947250,1910-04-09,The Shoalhaven News and South Coast Districts Advertiser (NSW : 1891 - 1937),A VILLAGE POLLING DAY. SOME INCIDENTS.,7,1278,Saulwick,https://trove.nla.gov.au/newspaper/article/111947250
247943244,1910-04-09,The Burrangong Argus (NSW : 1865 - 1913),A VILLAGE POLLING DAY. [?] DENTS.,3,1263,Saulwick,https://trove.nla.gov.au/newspaper/article/247943244
215074206,1910-04-11,Warialda Standard and Northern Districts' Advertiser (NSW : 1900 - 1954),A VILLAGE POLLING DAY. SOME INCIDENTS.,5,1460,Saulwick,https://trove.nla.gov.au/newspaper/article/215074206
141089847,1910-04-15,"The Riverine Grazier (Hay, NSW : 1873 - 1954)",A VILLAGE POLLING DAY. SOME INCIDENTS.,7,1348,Saulwick,https://trove.nla.gov.au/newspaper/article/141089847
287538739,1910-04-15,"The Bega Standard and Candelo, Merimbula, Pambula, Eden, Wolumla, and General Advertiser (NSW : 1876; 1879; 1882 - 1923)",A VILLAGE POLLING DAY. SOME INCIDENTS.,3,1191,Saulwick,https://trove.nla.gov.au/newspaper/article/287538739
178314810,1910-12-06,"Daily Post (Hobart, Tas. : 1908 - 1918)","HIGH POLLINGS. UNIONISTS LOSE CATHEDRAL CITIES. LONDON, Monday.",5,193,Saulwick,https://trove.nla.gov.au/newspaper/article/178314810
202038363,1910-12-06,"The North West Post (Formby, Tas. : 1887 - 1916)",LATEST NEWS.,3,54,Saulwick,https://trove.nla.gov.au/newspaper/article/202038363
145046676,1910-12-06,Wagga Wagga Advertiser (NSW : 1875 - 1910),"AGAINST THE PEERAGE. ""NO'S"" LEAD BY 42,000. VANCOUVER, Dec. 5.",2,116,Saulwick,https://trove.nla.gov.au/newspaper/article/145046676
291661613,1911-04-27,"Daily Record (Rockhampton, Qld. : 1897 - 1922)",MOUNT MORGAN POLLING.,7,1088,Morgan,https://trove.nla.gov.au/newspaper/article/291661613
182670782,1911-07-21,Darling Downs Gazette (Qld. : 1881 - 1922),GLEANINGS FROM ANYWHERE,7,1012,Saulwick,https://trove.nla.gov.au/newspaper/article/182670782
182673662,1911-07-22,Darling Downs Gazette (Qld. : 1881 - 1922),GLEANINGS FROM ANYWHERE,7,964,Saulwick,https://trove.nla.gov.au/newspaper/article/182673662
284536284,1911-07-25,The Toowoomba Chronicle (Qld. : 1902 - 1922),SEWERAGE POLL TO-MORROW.,4,65,Saulwick,https://trove.nla.gov.au/newspaper/article/284536284
182676636,1911-07-25,Darling Downs Gazette (Qld. : 1881 - 1922),GLEANINGS FROM ANYWHERE,7,1212,Saulwick,https://trove.nla.gov.au/newspaper/article/182676636
182672225,1911-07-26,Darling Downs Gazette (Qld. : 1881 - 1922),COMING EVENTS TO-DAY (WEDNESDAY.),4,44,Saulwick,https://trove.nla.gov.au/newspaper/article/182672225
69149533,1911-11-18,"The Capricornian (Rockhampton, Qld. : 1875 - 1929)",MOUNT MORGAN.,31,1101,Morgan,https://trove.nla.gov.au/newspaper/article/69149533
28134169,1911-12-30,The Sydney Morning Herald (NSW : 1842 - 1954),"VICTORIAN ELECTIONS. MELBOURNE, Friday.",14,71,Saulwick,https://trove.nla.gov.au/newspaper/article/28134169
98399018,1912-01-03,"Globe (Sydney, NSW : 1911 - 1914)",VICTORIAN ELECTION STATISTICS.,3,75,Saulwick,https://trove.nla.gov.au/newspaper/article/98399018
108339201,1912-03-15,Kapunda Herald (SA : 1878 - 1951),Something to Keep. PERCENTAGE OF VOTING.,6,118,Saulwick,https://trove.nla.gov.au/newspaper/article/108339201
50643977,1912-03-23,"Examiner (Launceston, Tas. : 1900 - 1954)","SEWERAGE POLL. WYNYARD, Friday.",4,80,Saulwick,https://trove.nla.gov.au/newspaper/article/50643977
50652038,1912-05-17,"Examiner (Launceston, Tas. : 1900 - 1954)","DRAINAGE POLL. HOBART, Thursday.",5,67,Saulwick,https://trove.nla.gov.au/newspaper/article/50652038
80063917,1912-07-27,Singleton Argus (NSW : 1880 - 1954),The Garbage Poll.,4,155,Saulwick,https://trove.nla.gov.au/newspaper/article/80063917
80064157,1912-08-03,Singleton Argus (NSW : 1880 - 1954),The Garbage Poll.,4,66,Saulwick,https://trove.nla.gov.au/newspaper/article/80064157
50666768,1912-08-22,"Examiner (Launceston, Tas. : 1900 - 1954)","DRAINAGE POLL. HOBART, Wednesday.",6,66,Saulwick,https://trove.nla.gov.au/newspaper/article/50666768
150784087,1912-11-22,Geelong Advertiser (Vic. : 1859 - 1929),BENDIGO SEWERAGE POLL.,5,75,Saulwick,https://trove.nla.gov.au/newspaper/article/150784087
64907212,1913-04-24,The North Western Advocate and the Emu Bay Times (Tas. : 1899 - 1919),PENGUIN SEWERAGE POLL. To the Editor.,3,133,Saulwick,https://trove.nla.gov.au/newspaper/article/64907212
73317074,1914-08-28,The Ballarat Courier (Vic. : 1869 - 1885; 1914 - 1918),BALLARAT SHIRE.,5,75,Saulwick,https://trove.nla.gov.au/newspaper/article/73317074
198636462,1914-09-10,"The Age (Melbourne, Vic. : 1854 - 1954)",VOTING IN VICTORIA THE AVERAGE POLL.,9,366,Saulwick,https://trove.nla.gov.au/newspaper/article/198636462
15563234,1914-09-12,The Sydney Morning Herald (NSW : 1842 - 1954),"RECORD POLL. MELBOURNE, Friday.",14,43,Saulwick,https://trove.nla.gov.au/newspaper/article/15563234
74169260,1915-05-01,Bairnsdale Advertiser and Tambo and Omeo Chronicle (Vic. : 1882 - 1946),Compulsory Voting.,2,82,Saulwick,https://trove.nla.gov.au/newspaper/article/74169260
171812905,1915-05-04,"Woman Voter (Melbourne, Vic. : 1911 - 1919)",QUEENSLAND ELECTIONS. Compulsory Voting.,2,75,Saulwick,https://trove.nla.gov.au/newspaper/article/171812905
75253757,1915-11-05,The Colac Herald (Vic. : 1875 - 1918),"FRANCHISE FOR WOMEN. (Reuters). NEW YORK, Wednesday.",7,124,Saulwick,https://trove.nla.gov.au/newspaper/article/75253757
220894832,1915-11-05,The Bendigo Independent (Vic. : 1891 - 1918),"FRANCHISE FOR WOMEN. POLLING IN AMERICA. NEW YORK, Wednesday.",6,69,Saulwick,https://trove.nla.gov.au/newspaper/article/220894832
130704929,1915-11-05,Geelong Advertiser (Vic. : 1859 - 1929),FRANCHISE FOR WOMEN IN U.S.A.,4,73,Saulwick,https://trove.nla.gov.au/newspaper/article/130704929
154575642,1915-11-05,The Ballarat Star (Vic. : 1865 - 1924),"FRANCHISE FOR WOMEN. POLLING IN AMERICA. New York, Wednesday.",2,68,Saulwick,https://trove.nla.gov.au/newspaper/article/154575642
73860713,1915-11-05,The Warrnambool Standard (Vic. : 1914 - 1918),"FRANCHISE FOR WOMEN POLLING IN AMERICA. (Reuter's Telegram). New York, Wednesday.",3,77,Saulwick,https://trove.nla.gov.au/newspaper/article/73860713
75156051,1915-11-05,The Ballarat Courier (Vic. : 1869 - 1885; 1914 - 1918),"FRANCHISE FOR WOMEN POLLING IN AMERICA. NEW YORK, Wednesday.",4,75,Saulwick,https://trove.nla.gov.au/newspaper/article/75156051
91113294,1915-11-05,Bendigo Advertiser (Vic. : 1855 - 1918),"FRANCHISE FOR WOMEN. POLLING IN AMERICA. NEW YORK, 3rd November.",5,71,Saulwick,https://trove.nla.gov.au/newspaper/article/91113294
137967198,1915-11-05,Newcastle Morning Herald and Miners' Advocate (NSW : 1876 - 1954),"WOMAN'S SUFFRAGE. POLLING IN AMERICA. NEW YORK, Wednesday.",4,89,Saulwick,https://trove.nla.gov.au/newspaper/article/137967198
116680075,1915-11-05,"The Farmer and Settler (Sydney, NSW : 1906 - 1955)",WOMAN SUFFRAGE. Adverse Voting In America.,4,84,Saulwick,https://trove.nla.gov.au/newspaper/article/116680075
73860779,1915-11-06,The Warrnambool Standard (Vic. : 1914 - 1918),"FRANCHISE FOR WOMEN POLLING IN AMERICA. (Reuter's Telegram). New York, Wednesday.",8,72,Saulwick,https://trove.nla.gov.au/newspaper/article/73860779
191180061,1917-05-07,"Daily Post (Hobart, Tas. : 1908 - 1918)",VOTING IN HOBART. AN AVERAGE POLL.,7,444,Saulwick,https://trove.nla.gov.au/newspaper/article/191180061
84036284,1919-12-11,"The Daily News (Perth, WA : 1882 - 1955)",FEDERAL ELECTIONS MR. FOWLER EXPECTS AVERAGE POLL. DUTY OF THE ELECTORS. PROBLEMS FOR NEW PARLIAMENT.,9,703,Saulwick,https://trove.nla.gov.au/newspaper/article/84036284
84042585,1919-12-12,"The Daily News (Perth, WA : 1882 - 1955)",FEDERAL ELECTIONS MR. FOWLER EXPECTS AVERAGE POLL. DUTY OF THE ELECTORS. PROBLEMS FOR NEW PARLIAMENT.,6,678,Saulwick,https://trove.nla.gov.au/newspaper/article/84042585
187145722,1920-03-23,"World (Hobart, Tas. : 1918 - 1924)",NEW SOUTH WALES RESULTS.,2,231,Saulwick,https://trove.nla.gov.au/newspaper/article/187145722
11470067,1920-04-23,"The Mercury (Hobart, Tas. : 1860 - 1954)",MUNICIPAL ELECTIONS. QUIET POLLING DAY. MANY COUNCILLORS UNOPPOSED.,8,89,Saulwick,https://trove.nla.gov.au/newspaper/article/11470067
11486136,1920-08-10,"The Mercury (Hobart, Tas. : 1860 - 1954)",PENGUIN SEWAGE POLL.,4,67,Saulwick,https://trove.nla.gov.au/newspaper/article/11486136
151512897,1920-10-11,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",THE MARYBOROUGH ELECTION. MR. WEIR AGAIN RETURNED. PREVIOUS MAJORITY REDUCED. AVERAGE POLL PERCENTAGE.,3,231,Saulwick,https://trove.nla.gov.au/newspaper/article/151512897
96994016,1920-10-14,"Southern Argus (Port Elliot, SA : 1866 - 1954)",LEGISLATIVE COUNCIL BY-ELECTION. A LOW PERCENTAGE POLLING,3,581,Saulwick,https://trove.nla.gov.au/newspaper/article/96994016
292970058,1920-10-16,"The Colonist (Maryborough, Qld. : 1884 - 1952)",THE MARYBOROUGH ELECTION. MR. WEIR AGAIN RETURNED. PREVIOUS MAJORITY REDUCED. AVERAGE POLL PERCENTAGE. Maryborough October 11th.,4,517,Saulwick,https://trove.nla.gov.au/newspaper/article/292970058
106597007,1921-04-11,"Daily Herald (Adelaide, SA : 1910 - 1924)",WEST TORRENS.,5,709,Saulwick,https://trove.nla.gov.au/newspaper/article/106597007
23494845,1921-05-06,"The Mercury (Hobart, Tas. : 1860 - 1954)","LINDISARNE FERRY To the Editor of ""The Mercury.""",8,135,Saulwick,https://trove.nla.gov.au/newspaper/article/23494845
23464365,1921-06-22,"The Mercury (Hobart, Tas. : 1860 - 1954)",THE MOONAH DRAINAGE POLL.,4,121,Saulwick,https://trove.nla.gov.au/newspaper/article/23464365
208075137,1922-11-16,"The Journal (Adelaide, SA : 1912 - 1923)",BRITISH ELECTION RESULTS CONSERVATIVES ESTABLISHING LEAD AVERAGE POLL EXPECTED WOMEN TO THE FORE,1,132,Saulwick,https://trove.nla.gov.au/newspaper/article/208075137
153320554,1922-11-17,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",AN AVERAGE POLL.,5,160,Saulwick,https://trove.nla.gov.au/newspaper/article/153320554
122604608,1922-11-17,The Richmond River Express and Casino Kyogle Advertiser (NSW : 1904 - 1929),THE BRITISH ELECTIONS. CONSERVATIVES LEADING. LABOR POLLING WELL.,7,522,Saulwick,https://trove.nla.gov.au/newspaper/article/122604608
169209917,1922-11-17,"Daily Mercury (Mackay, Qld. : 1906 - 1954)","British Election Returns CONSERVATIVES LEADING. London, November 10.",5,681,Saulwick,https://trove.nla.gov.au/newspaper/article/169209917
188888327,1922-11-17,Warwick Daily News (Qld. : 1919 -1954),BRITISH ELECTIONS. PROGRESS REPORTS. CONSERVATIVES LEADING. AN INTERESTING POSITION.,5,395,Saulwick,https://trove.nla.gov.au/newspaper/article/188888327
54029041,1922-11-17,"Morning Bulletin (Rockhampton, Qld. : 1878 - 1954)","BRITISH POLITICS. THE GENERAL ELECTION. CONSERVATIVES LEADING. WOMEN FARE BADLY. LONDON, November 15.",9,714,Saulwick,https://trove.nla.gov.au/newspaper/article/54029041
216459813,1922-11-17,The Bundaberg Mail (Qld. : 1917 - 1925),"THE BRITISH ELECTIONS. CONSERVATIVE OF CONSERVATIVE PARTY. DEFEAT OF LIBERALS AND LABOUR TWO CABINET MINISTERS REJECTED. LONDON, Thursday.",3,674,Saulwick,https://trove.nla.gov.au/newspaper/article/216459813
205055461,1922-11-17,"The Age (Melbourne, Vic. : 1854 - 1954)","British General Elections THE EARLY RETURNS Substantial Conservative Lead TWO MINISTERS DEFEATED LONDON, 15th November.",9,924,Saulwick,https://trove.nla.gov.au/newspaper/article/205055461
72029106,1922-11-25,"The Capricornian (Rockhampton, Qld. : 1875 - 1929)","FRIDAY'S MESSAGES. BRITISH POLITICS. THE GENERAL ELECTION. | CONSERVATIVES LEADING. WOMEN FARE BADLY. LONDON, November 15.",7,722,Saulwick,https://trove.nla.gov.au/newspaper/article/72029106
163214890,1923-06-21,The Newcastle Sun (NSW : 1918 - 1954),NEARER REALISATION Greater Newcastle Scheme ARRANGEMENTS FOR REFERENDUM Recommendation For Adult Suffrage Poll,6,1339,Saulwick,https://trove.nla.gov.au/newspaper/article/163214890
203903198,1923-09-23,"Truth (Brisbane, Qld. : 1900 - 1954)",THE PROHIBITION ISSUE.,4,157,Saulwick,https://trove.nla.gov.au/newspaper/article/203903198
105922676,1923-11-17,"The Cumberland Argus and Fruitgrowers Advocate (Parramatta, NSW : 1888 - 1950)",SEWERAGE POLL.,7,95,Saulwick,https://trove.nla.gov.au/newspaper/article/105922676
153272319,1923-12-14,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",CITY COUNCIL ELECTION A FAIR AVERAGE POLL.CAPTAIN BARBER ESTABLISHES RECORD.,4,755,Saulwick,https://trove.nla.gov.au/newspaper/article/153272319
51332391,1924-03-28,"Examiner (Launceston, Tas. : 1900 - 1954)","West Australian Elections PERTH, Thursday.",7,83,Saulwick,https://trove.nla.gov.au/newspaper/article/51332391
51300152,1924-03-28,"Examiner (Launceston, Tas. : 1900 - 1954)","West Australian Elections PERTH, Thursday.",7,82,Saulwick,https://trove.nla.gov.au/newspaper/article/51300152
36659864,1924-03-28,"The Advertiser (Adelaide, SA : 1889 - 1931)","THE WESTERN AUSTRALIAN ELECTIONS. TWELVE CANDIDATES LOSE THEIR DEPOSITS. Perth, March 27.",15,63,Saulwick,https://trove.nla.gov.au/newspaper/article/36659864
170494237,1924-04-05,"Observer (Adelaide, SA : 1905 - 1931)",WESTERN AUSTRALIAN ELECTIONS. Twelve Deposits Lost.,60,125,Saulwick,https://trove.nla.gov.au/newspaper/article/170494237
